id,realm,depth,current_type,is_leaf,current_path,bucket,target_path,target_realm,proposed_new_type,import_source,notes
science-lists-earth-sciences-lists,Science,3,event,false,Science / Lists / Earth sciences lists,DISSOLVE_CONTAINER,,,,,Earth-sciences sub-Lists container
science-lists-earth-sciences-lists-birthstones,Science,4,event,true,Science / Lists / Earth sciences lists / Birthstones,CROSS_REALM,Culture / Gastronomy / Materials / Birthstones,Culture,cultural_list,,Cultural-symbolic class (not geological) — could also stay under Science/Earth science/Geology/Minerals as a sub-grouping
science-lists-earth-sciences-lists-earthquakes-list,Science,4,event,true,Science / Lists / Earth sciences lists / Earthquakes list,DISSOLVE,,,,,Dup of Science / Earth science / Geology / Earthquakes (already exists) AND History / Lists / Earthquakes (historical lens). The geophysics atom is canonical; cross-link via realm_tags.
science-lists-earth-sciences-lists-landforms-list,Science,4,event,true,Science / Lists / Earth sciences lists / Landforms list,INTRA_REALM,Science / Earth science / Geology / Landforms,,entity_list,,"Cross-links to Geography/Place types/Natural features; drop "" list"""
science-lists-earth-sciences-lists-minerals-list,Science,4,event,true,Science / Lists / Earth sciences lists / Minerals list,DISSOLVE,,,,,Dup of Science / Earth science / Geology / Minerals (already exists). Cross-link via realm_tags to Health/Nutrition/Dietary supplements/Minerals.
science-lists-earth-sciences-lists-oil-fields,Science,4,event,true,Science / Lists / Earth sciences lists / Oil fields,INTRA_REALM,Science / Earth science / Geology / Oil fields,,entity_list,,Could also live under Tech/Energy technology
science-lists-earth-sciences-lists-rocks-list,Science,4,event,true,Science / Lists / Earth sciences lists / Rocks list,DISSOLVE,,,,,Cross-drawer dup: Science / Earth science / Geology / Rocks already exists in production (verified collision check). Drop the Lists copy.
science-lists-earth-sciences-lists-tectonic-plates-list,Science,4,event,true,Science / Lists / Earth sciences lists / Tectonic plates list,INTRA_REALM,Science / Earth science / Geology / Tectonic plates,,entity_list,,"Drop "" list"""
science-lists-earth-sciences-lists-tropical-cyclone-names,Science,4,event,true,Science / Lists / Earth sciences lists / Tropical cyclone names,INTRA_REALM,Science / Earth science / Meteorology / Tropical cyclone names,,reference,,WMO naming conventions reference
science-lists-earth-sciences-lists-uranium-mines,Science,4,event,true,Science / Lists / Earth sciences lists / Uranium mines,INTRA_REALM,Science / Earth science / Geology / Uranium mines,,site_list,,Could also live under Tech/Industrial
science-lists-earth-sciences-lists-volcanoes-list,Science,4,event,true,Science / Lists / Earth sciences lists / Volcanoes list,DISSOLVE,,,,,Cross-drawer dup: Science / Earth science / Geology / Volcanoes already exists in production (verified collision check). Drop the Lists copy.
science-lists-feeding-behaviours,Science,3,event,true,Science / Lists / Feeding behaviours,INTRA_REALM,Science / Biology / Ethology / Feeding behaviours,,concept_list,,Animal-behavior reference
science-lists-fish-lists,Science,3,event,false,Science / Lists / Fish lists,DISSOLVE_CONTAINER,,,,,Fish sub-Lists; all members → IMPORT_REALIZE per Catalog of Life
science-lists-fish-lists-fish-in-sweden,Science,4,event,true,Science / Lists / Fish lists / Fish in Sweden,IMPORT_REALIZE,Science / Biology / Zoology / Fish / By region / Sweden,,entity_list,Catalog of Life,
science-lists-fish-lists-fish-of-ireland,Science,4,event,true,Science / Lists / Fish lists / Fish of Ireland,IMPORT_REALIZE,Science / Biology / Zoology / Fish / By region / Ireland,,entity_list,Catalog of Life,
science-lists-fish-lists-fish-of-montana,Science,4,event,true,Science / Lists / Fish lists / Fish of Montana,IMPORT_REALIZE,Science / Biology / Zoology / Fish / By region / Montana,,entity_list,Catalog of Life,
science-lists-fish-lists-fishes-of-great-britain,Science,4,event,true,Science / Lists / Fish lists / Fishes of Great Britain,IMPORT_REALIZE,Science / Biology / Zoology / Fish / By region / Great Britain,,entity_list,Catalog of Life,
science-lists-fish-lists-fishes-of-the-coral-sea,Science,4,event,true,Science / Lists / Fish lists / Fishes of the Coral Sea,IMPORT_REALIZE,Science / Biology / Zoology / Fish / By region / Coral Sea,,entity_list,Catalog of Life,
science-lists-fish-lists-fishes-of-west-virginia,Science,4,event,true,Science / Lists / Fish lists / Fishes of West Virginia,IMPORT_REALIZE,Science / Biology / Zoology / Fish / By region / West Virginia,,entity_list,Catalog of Life,
science-lists-gene-families,Science,3,event,true,Science / Lists / Gene families,IMPORT_REALIZE,Science / Biology / Genetics / Gene families,,entity_container,gene-ontology/HGNC,Open-ended genomics reference
science-lists-human-anatomy,Science,3,event,true,Science / Lists / Human anatomy,DISSOLVE,,,,,Dup of Health / Health sciences / Anatomy (and Science / Biology / Branches of biology / Anatomy). The Science version is the canonical anatomy atom; cross-link via realm_tags.
science-lists-insects-lists,Science,3,event,false,Science / Lists / Insects lists,DISSOLVE_CONTAINER,,,,,Insects sub-Lists; member IMPORT_REALIZEs per Catalog of Life
science-lists-insects-lists-insects-of-britain,Science,4,event,true,Science / Lists / Insects lists / Insects of Britain,IMPORT_REALIZE,Science / Biology / Zoology / Insects / By region / Britain,,entity_list,Catalog of Life,
science-lists-latin-and-greek-systematic-names,Science,3,event,true,Science / Lists / Latin and Greek systematic names,INTRA_REALM,Science / Biology / Taxonomy / Latin and Greek systematic names,,reference,,Taxonomy-nomenclature reference
science-lists-list-of-sciences,Science,3,event,true,Science / Lists / List of sciences,ADJUDICATE,,,,,"§10 borderline outline — dissolve as Wikipedia outline, or rehome as thin Science / Branches index?"
science-lists-muscles,Science,3,event,true,Science / Lists / Muscles,INTRA_REALM,Science / Biology / Branches of biology / Anatomy / Muscles,,entity_list,,Anatomical-systems reference
science-lists-physics-lists,Science,3,event,false,Science / Lists / Physics lists,DISSOLVE_CONTAINER,,,,,Physics sub-Lists container
science-lists-physics-lists-artificial-radiation-belts,Science,4,event,true,Science / Lists / Physics lists / Artificial Radiation Belts,INTRA_REALM,Science / Physics / Nuclear physics / Artificial radiation belts,,event_list,,Nuclear-test artifacts reference
science-lists-physics-lists-colors-list,Science,4,event,true,Science / Lists / Physics lists / Colors list,INTRA_REALM,Science / Physics / Physics concepts / Colors,,reference,,"Optical/perceptual color reference; drop "" list"""
science-lists-physics-lists-cycles-physics,Science,4,event,true,Science / Lists / Physics lists / Cycles (physics),INTRA_REALM,Science / Physics / Physics concepts / Cycles,,concept_list,,"Drop "" (physics)"" — already in Science/Physics"
science-lists-physics-lists-equations-in-classical-mechanics,Science,4,event,true,Science / Lists / Physics lists / Equations in classical mechanics,INTRA_REALM,Science / Physics / Branches of physics / Classical mechanics / Equations,,reference,,
science-lists-physics-lists-laws-in-science,Science,4,event,true,Science / Lists / Physics lists / Laws in science,INTRA_REALM,Science / Scientific method and meta-science / Laws in science,,reference,,Cross-discipline; meta-science L2
science-lists-physics-lists-letters-used-in-mathematics-and-science,Science,4,event,true,Science / Lists / Physics lists / Letters used in mathematics and science,INTRA_REALM,Science / Scientific method and meta-science / Letters used in mathematics and science,,reference,,Symbol-convention reference
science-lists-physics-lists-noise-types,Science,4,event,true,Science / Lists / Physics lists / Noise types,INTRA_REALM,Science / Physics / Physics concepts / Noise types,,concept_list,,
science-lists-physics-lists-particles-list,Science,4,event,true,Science / Lists / Physics lists / Particles list,INTRA_REALM,Science / Physics / Particle physics / Particles,,entity_list,,"Drop "" list"""
science-lists-physics-lists-quantum-field-theories,Science,4,event,true,Science / Lists / Physics lists / Quantum field theories,INTRA_REALM,Science / Physics / Quantum field theory / Theories,,theory_list,,
science-lists-physics-lists-relativistic-equations,Science,4,event,true,Science / Lists / Physics lists / Relativistic equations,INTRA_REALM,Science / Physics / Relativity / Equations,,reference,,
science-lists-physics-lists-resistivities,Science,4,event,true,Science / Lists / Physics lists / Resistivities,INTRA_REALM,Science / Physics / Electromagnetism / Resistivities,,reference,,Materials-data reference
science-lists-plants-lists,Science,3,event,false,Science / Lists / Plants lists,DISSOLVE_CONTAINER,,,,,Plants sub-Lists container
science-lists-plants-lists-acer-species-maples,Science,4,event,true,Science / Lists / Plants lists / Acer species (maples),IMPORT_REALIZE,Science / Biology / Botany / Species / Acer (maples),,species_list,Catalog of Life,
science-lists-plants-lists-domesticated-plants,Science,4,event,true,Science / Lists / Plants lists / Domesticated plants,IMPORT_REALIZE,Science / Biology / Botany / Domesticated plants,,species_list,Catalog of Life + agronomy reference,
science-lists-plants-lists-edible-seeds,Science,4,event,true,Science / Lists / Plants lists / Edible seeds,IMPORT_REALIZE,Science / Biology / Botany / Edible seeds,,species_list,Catalog of Life + agronomy reference,
science-lists-plants-lists-famous-trees,Science,4,event,true,Science / Lists / Plants lists / Famous trees,INTRA_REALM,Science / Biology / Botany / Famous trees,,curiosity_list,,Named-individual trees curiosity
science-lists-plants-lists-fruits-list,Science,4,event,true,Science / Lists / Plants lists / Fruits list,IMPORT_REALIZE,Science / Biology / Botany / Fruits,,species_list,Catalog of Life,"Drop "" list"""
science-lists-plants-lists-garden-plants,Science,4,event,true,Science / Lists / Plants lists / Garden plants,IMPORT_REALIZE,Science / Biology / Botany / Garden plants,,species_list,Catalog of Life + horticultural reference,
science-lists-plants-lists-herbs-list,Science,4,event,true,Science / Lists / Plants lists / Herbs list,IMPORT_REALIZE,Science / Biology / Botany / Herbs,,species_list,Catalog of Life,"Drop "" list"""
science-lists-plants-lists-palm-tree-genera,Science,4,event,true,Science / Lists / Plants lists / Palm tree genera,IMPORT_REALIZE,Science / Biology / Botany / Species / Palm tree genera,,species_list,Catalog of Life,
science-lists-plants-lists-sequoia-groves,Science,4,event,true,Science / Lists / Plants lists / Sequoia groves,INTRA_REALM,Science / Biology / Botany / Sequoia groves,,site_list,,Named-grove reference
science-lists-plants-lists-vegetables-list,Science,4,event,true,Science / Lists / Plants lists / Vegetables list,IMPORT_REALIZE,Science / Biology / Botany / Vegetables,,species_list,Catalog of Life,"Drop "" list"""
science-lists-species-and-specimens,Science,3,event,false,Science / Lists / Species and specimens,DISSOLVE_CONTAINER,,,,,Species sub-Lists container
science-lists-species-and-specimens-birds-by-region,Science,4,event,true,Science / Lists / Species and specimens / Birds by region,IMPORT_REALIZE,Science / Biology / Zoology / Birds / By region,,species_container,Catalog of Life,By-region structure preserved (or LENS later)
science-lists-species-and-specimens-dinosaur-species,Science,4,event,true,Science / Lists / Species and specimens / Dinosaur species,IMPORT_REALIZE,Science / Biology / Zoology / Paleontology / Dinosaur species,,species_list,paleontology reference,
science-lists-species-and-specimens-domesticated-animals,Science,4,event,true,Science / Lists / Species and specimens / Domesticated animals,IMPORT_REALIZE,Science / Biology / Zoology / Domesticated animals,,species_list,Catalog of Life + agronomy reference,
science-lists-species-and-specimens-mammals-by-region,Science,4,event,true,Science / Lists / Species and specimens / Mammals by region,IMPORT_REALIZE,Science / Biology / Zoology / Mammals / By region,,species_container,Catalog of Life,
science-lists-species-and-specimens-organisms-by-population,Science,4,event,true,Science / Lists / Species and specimens / Organisms by population,INTRA_REALM,Science / Biology / Ecology / Organisms by population,,reference,,Ecology-data reference
science-lists-species-and-specimens-organisms-named-after-famous-people,Science,4,event,true,Science / Lists / Species and specimens / Organisms named after famous people,INTRA_REALM,Science / Biology / Taxonomy / Organisms named after famous people,,curiosity_list,,Onomastic curiosity
science-lists-species-and-specimens-organisms-named-after-works-of-fiction,Science,4,event,true,Science / Lists / Species and specimens / Organisms named after works of fiction,INTRA_REALM,Science / Biology / Taxonomy / Organisms named after works of fiction,,curiosity_list,,Sibling of above
science-lists-species-and-specimens-world-s-25-most-endangered-primates,Science,4,event,true,Science / Lists / Species and specimens / World's 25 Most Endangered Primates,INTRA_REALM,Science / Biology / Conservation / World's 25 Most Endangered Primates,,reference,,Conservation-priority reference
self-lists,Self,2,event,false,Self / Lists,DISSOLVE_CONTAINER,,,,,
self-lists-association-footballer-playing-deaths,Self,3,event,true,Self / Lists / Association footballer playing deaths,CROSS_REALM,Culture / Sports / Ball games / Association football / Notable deaths,Culture,curiosity_list,,Football-domain trivia → Culture/Sports
self-lists-bow-tie-wearers,Self,3,event,true,Self / Lists / Bow tie wearers,ADJUDICATE,,,,,§10 trivia-class confirm-or-cut; spec assumes keep → Self / Personality / Sartorial markers or similar
self-lists-cyclist-race-deaths,Self,3,event,true,Self / Lists / Cyclist race deaths,CROSS_REALM,Culture / Sports / Cycling / Notable deaths,Culture,curiosity_list,,No Culture/Sports/Cycling branch yet — would need creating
self-lists-disappeared-mysteriously,Self,3,event,true,Self / Lists / Disappeared mysteriously,INTRA_REALM,Self / Person / Disappeared mysteriously,,curiosity_list,,Person-fate trivia; sits under Self/Person
self-lists-entertainer-deaths-while-performing,Self,3,event,true,Self / Lists / Entertainer deaths while performing,CROSS_REALM,Culture / Performing arts / Notable on-stage deaths,Culture,curiosity_list,,Performing-arts domain
self-lists-eponymous-laws,Self,3,event,true,Self / Lists / Eponymous laws,INTRA_REALM,Self / Person / Eponymous laws,,curiosity_list,,Person-named laws/rules
self-lists-eponyms,Self,3,event,true,Self / Lists / Eponyms,INTRA_REALM,Self / Person / Eponyms,,curiosity_list,,Person-named things — sibling of eponymous-laws
self-lists-families-by-tree,Self,3,event,true,Self / Lists / Families by tree,INTRA_REALM,Self / Relationships / Family / Family trees,,reference,,Genealogy reference; pairs with existing Self/Relationships/Family
self-lists-inventors-killed-by-their-own-inventions,Self,3,event,true,Self / Lists / Inventors killed by their own inventions,DISSOLVE,,,,,§5 cross-drawer dup: kept in History/Lists; this Self copy deletes. Per spec §5 explicit call-out.
self-lists-personal-timelines,Self,3,event,true,Self / Lists / Personal timelines,LENS,lens: temporal-axis on Self / Person,,,,§12 lens conversion; gated on mechanism
self-lists-political-self-immolations,Self,3,event,true,Self / Lists / Political self-immolations,CROSS_REALM,History / Historical events / Political self-immolations,History,event_list,,Historical-event class; History is the better home
self-lists-selfie-related-injuries-and-deaths,Self,3,event,true,Self / Lists / Selfie-related injuries and deaths,ADJUDICATE,,,,,§10 trivia-class; spec assumes keep — proposed home Self / Person / Modern-era curiosities
self-lists-terms-for-men,Self,3,event,true,Self / Lists / Terms for men,CROSS_REALM,Society / Linguistics / Terms for men,Society,vocabulary_list,,Sociolinguistic vocabulary; Society/Linguistics is real home
self-lists-unusual-deaths,Self,3,event,true,Self / Lists / Unusual deaths,ADJUDICATE,,,,,§10 trivia-class; spec assumes keep — proposed home Self / Person / Unusual deaths
self-lists-wartime-cross-dressers,Self,3,event,true,Self / Lists / Wartime cross-dressers,INTRA_REALM,Self / Identity dimensions / Gender / Wartime cross-dressers,,curiosity_list,,Gender-identity curiosity; verify Identity-dimensions sub-structure exists
society-lists,Society,2,event,false,Society / Lists,DISSOLVE_CONTAINER,,,,,
society-lists-academic-fields,Society,3,event,true,Society / Lists / Academic fields,INTRA_REALM,Society / Education (system) / Academic fields,,field_list,,"Drop "" list"" suffix"
society-lists-acronyms,Society,3,event,true,Society / Lists / Acronyms,INTRA_REALM,Society / Linguistics / Acronyms,,reference,,General-acronyms reference
society-lists-admissions-tests,Society,3,event,true,Society / Lists / Admissions tests,INTRA_REALM,Society / Education (system) / Admissions tests,,reference,,Education-domain
society-lists-banks-list,Society,3,event,true,Society / Lists / Banks list,IMPORT_REALIZE,Society / Economy and business / Banks,,organization_container,banking regulator registries,"Open-ended; drop "" list"" suffix"
society-lists-british-professional-bodies,Society,3,event,true,Society / Lists / British professional bodies,INTRA_REALM,Society / Social institutions / Professional bodies / British,,organization_list,,UK-specific; sibling of broader professional-bodies catalog
society-lists-business-theorists,Society,3,event,true,Society / Lists / Business theorists,INTRA_REALM,Society / Economy and business / Business administration / Business theorists,,role_list,,Academic-figure list
society-lists-california-suffragists,Society,3,event,true,Society / Lists / California suffragists,INTRA_REALM,Society / Social movements / Suffragists / California,,role_list,,Geographic-subset of suffrage movement
society-lists-case-law-list,Society,3,event,true,Society / Lists / Case law (list),INTRA_REALM,Society / Law / Case law,,case_list,,"Society/Law L2; drop "" (list)"" suffix"
society-lists-civic-fraternal-service-professional-organizations,Society,3,event,true,"Society / Lists / Civic, fraternal, service, professional organizations",INTRA_REALM,"Society / Social institutions / Civic, fraternal, service, professional organizations",,organization_list,,Social-institutions L2
society-lists-civics-topics,Society,3,event,true,Society / Lists / Civics topics,ADJUDICATE,,,,,"§10 borderline outline — dissolve as nav, or rehome as thin Society / Government / Civics branch?"
society-lists-clinical-psychologists,Society,3,event,true,Society / Lists / Clinical psychologists,INTRA_REALM,Society / Social sciences / Psychology / Clinical psychologists,,role_list,,Psychology-discipline role list
society-lists-companies-list,Society,3,event,true,Society / Lists / Companies (list),IMPORT_REALIZE,Society / Economy and business / Companies,,organization_container,corporate registry,"Open-ended global catalog; drop "" (list)"" suffix"
society-lists-consonants,Society,3,event,true,Society / Lists / Consonants,INTRA_REALM,Society / Linguistics / Phonetics / Consonants,,reference,,Phonetics reference
society-lists-cooperatives-list,Society,3,event,true,Society / Lists / Cooperatives list,INTRA_REALM,Society / Economy and business / Cooperatives,,organization_list,,"Drop "" list"" suffix"
society-lists-corporate-assets,Society,3,event,true,Society / Lists / Corporate assets,INTRA_REALM,Society / Economy and business / Corporate assets,,reference,,Corporate-finance concept
society-lists-countries-by-nominal-gdp,Society,3,event,true,Society / Lists / Countries by nominal GDP,LENS,lens: by-country ranked by nominal-GDP on Geography / Countries,,,,"§12 lens — GDP ranking is a country axis, not its own atom"
society-lists-countries-by-nominal-gdp-per-capita,Society,3,event,true,Society / Lists / Countries by nominal GDP per capita,LENS,lens: by-country ranked by nominal-GDP-per-capita on Geography / Countries,,,,§12 lens
society-lists-countries-by-ppp-gdp,Society,3,event,true,Society / Lists / Countries by PPP GDP,LENS,lens: by-country ranked by PPP-GDP on Geography / Countries,,,,§12 lens
society-lists-countries-by-ppp-gdp-per-capita,Society,3,event,true,Society / Lists / Countries by PPP GDP per capita,LENS,lens: by-country ranked by PPP-GDP-per-capita on Geography / Countries,,,,§12 lens
society-lists-credentials-in-psychology,Society,3,event,true,Society / Lists / Credentials in psychology,INTRA_REALM,Society / Social sciences / Psychology / Credentials,,reference,,Psychology-professional reference
society-lists-current-members-of-the-united-states-congress,Society,3,event,true,Society / Lists / Current members of the United States Congress,INTRA_REALM,Society / Government / United States / Congress / Current members,,role_list,,Time-varying — needs upkeep policy
society-lists-department-stores,Society,3,event,true,Society / Lists / Department stores,IMPORT_REALIZE,Society / Economy and business / Retail / Department stores,,organization_list,corporate registry,Retail-sector subset
society-lists-diagnostic-classification-and-rating-scales,Society,3,event,true,Society / Lists / Diagnostic classification and rating scales,CROSS_REALM,Health / Mental health / Diagnostic classification and rating scales,Health,reference,,Mental-health diagnostic tools
society-lists-economists,Society,3,event,true,Society / Lists / Economists,INTRA_REALM,Society / Economy and business / Economists,,role_list,,Discipline-figure list
society-lists-emoticons,Society,3,event,true,Society / Lists / Emoticons,CROSS_REALM,Tech / Internet and Web / Emoticons,Tech,reference,,Internet-vocabulary
society-lists-emotions-list,Society,3,event,true,Society / Lists / Emotions list,INTRA_REALM,Society / Social sciences / Psychology / Emotions,,concept_list,,"Drop "" list"" suffix"
society-lists-employee-owned-companies,Society,3,event,true,Society / Lists / Employee-owned companies,INTRA_REALM,Society / Economy and business / Companies / Employee-owned,,organization_list,,Sub-category of Companies IMPORT_REALIZE above
society-lists-employer-associations-list,Society,3,event,true,Society / Lists / Employer associations list,INTRA_REALM,Society / Economy and business / Employer associations,,organization_list,,"Drop "" list"" suffix"
society-lists-english-words-list,Society,3,event,true,Society / Lists / English words list,INTRA_REALM,Society / Linguistics / Languages / English / Words,,reference,,English-specific vocabulary reference
society-lists-environmental-issues,Society,3,event,true,Society / Lists / Environmental issues,DISSOLVE,,,,,Cross-drawer dup with Human activities / Lists / Environmental issues. Real home is Human activities / Environmental impact L2 itself.
society-lists-environmental-organizations,Society,3,event,true,Society / Lists / Environmental organizations,INTRA_REALM,Society / Social institutions / Environmental organizations,,organization_list,,Could also be Society/Social movements
society-lists-european-sovereign-debt-crisis-acronyms,Society,3,event,true,Society / Lists / European sovereign-debt crisis acronyms,INTRA_REALM,Society / Economy and business / Finance / European sovereign-debt crisis / Acronyms,,reference,,Very niche; consider folding into a broader event atom
society-lists-feminism-list,Society,3,event,true,Society / Lists / Feminism list,INTRA_REALM,Society / Social movements / Feminism,,movement_list,,"Drop "" list"" suffix; Social-movements L2 is canonical home"
society-lists-feminist-economists,Society,3,event,true,Society / Lists / Feminist economists,INTRA_REALM,Society / Economy and business / Economists / Feminist economists,,role_list,,Sub-category of Economists
society-lists-fictional-psychiatrists,Society,3,event,true,Society / Lists / Fictional psychiatrists,CROSS_REALM,Culture / Literature / Fictional characters / Fictional psychiatrists,Culture,curiosity_list,,Fictional-characters domain → Culture/Literature
society-lists-fields-of-doctoral-studies,Society,3,event,true,Society / Lists / Fields of doctoral studies,INTRA_REALM,Society / Education (system) / Fields of doctoral studies,,field_list,,Education-domain
society-lists-generic-names-of-political-parties,Society,3,event,true,Society / Lists / Generic names of political parties,INTRA_REALM,Society / Politics / Political parties / Generic names,,reference,,Political-vocabulary
society-lists-green-topics,Society,3,event,true,Society / Lists / Green topics,ADJUDICATE,,,,,"§10 borderline outline — dissolve, or rehome under Human activities / Environmental impact?"
society-lists-guide-dog-schools,Society,3,event,true,Society / Lists / Guide Dog Schools,INTRA_REALM,Society / Social institutions / Guide dog schools,,organization_list,,Disability-services institutions
society-lists-hieroglyphs-list,Society,3,event,true,Society / Lists / Hieroglyphs list,DISSOLVE,,,,,Cross-drawer dup: Society / Linguistics / Writing systems / Hieroglyphs already exists in production (verified collision check). Drop the Lists copy.
society-lists-honorary-societies,Society,3,event,true,Society / Lists / Honorary societies,INTRA_REALM,Society / Social institutions / Honorary societies,,organization_list,,Social-institutions L2
society-lists-intelligence-agencies-list,Society,3,event,true,Society / Lists / Intelligence agencies list,INTRA_REALM,Society / Military and security / Intelligence agencies,,organization_list,,"Drop "" list"" suffix"
society-lists-languages-list,Society,3,event,true,Society / Lists / Languages list,DISSOLVE,,,,,Cross-drawer dup: Society / Linguistics / Languages already exists in production (verified collision check). The existing atom is the IMPORT_REALIZE target — flag for the ISO 639 import pass.
society-lists-lgbt-related-organizations,Society,3,event,true,Society / Lists / LGBT-related organizations,INTRA_REALM,Society / Social movements / LGBT / Organizations,,organization_list,,Social-movements L2
society-lists-lifestyles,Society,3,event,true,Society / Lists / Lifestyles,INTRA_REALM,Society / Society concepts / Lifestyles,,concept_list,,Could also live under Self/Life domains — surface in summary
society-lists-memory-biases-list,Society,3,event,true,Society / Lists / Memory biases list,INTRA_REALM,Society / Social sciences / Psychology / Memory biases,,concept_list,,Cognitive-psychology concepts
society-lists-micronations,Society,3,event,true,Society / Lists / Micronations,INTRA_REALM,Society / Government / Micronations,,entity_list,,Unrecognized polities curiosity
society-lists-national-anthems,Society,3,event,true,Society / Lists / National anthems,INTRA_REALM,Society / Government / National symbols / Anthems,,reference,,National-symbols subset
society-lists-national-legislatures,Society,3,event,true,Society / Lists / National legislatures,INTRA_REALM,Society / Government / National legislatures,,institution_list,,Government-L2 institutions
society-lists-nlp-related-articles,Society,3,event,true,Society / Lists / NLP-related articles,DISSOLVE,,,,,§6 hard dissolve — Wikipedia article-index for NLP. NLP concepts live under Tech / Artificial intelligence / Natural language processing.
society-lists-phonetics-topics,Society,3,event,true,Society / Lists / Phonetics topics,ADJUDICATE,,,,,"§10 borderline outline — dissolve as nav, or rehome as thin Society / Linguistics / Phonetics branch?"
society-lists-political-parties,Society,3,event,true,Society / Lists / Political parties,IMPORT_REALIZE,Society / Politics / Political parties,,organization_container,electoral-data registries (per country),Open-ended; canonical at Society/Politics/Political parties
society-lists-prizes-medals-and-awards,Society,3,event,true,"Society / Lists / Prizes, medals, and awards",INTRA_REALM,"Society / Society concepts / Prizes, medals, and awards",,reference,,Could be subdivided by domain later
society-lists-psychological-schools,Society,3,event,true,Society / Lists / Psychological schools,INTRA_REALM,Society / Social sciences / Psychology / Schools of thought,,school_list,,Psychology theoretical-schools
society-lists-psychologists,Society,3,event,true,Society / Lists / Psychologists,INTRA_REALM,Society / Social sciences / Psychology / Psychologists,,role_list,,Discipline-figure list
society-lists-psychology-disciplines,Society,3,event,true,Society / Lists / Psychology disciplines,INTRA_REALM,Society / Social sciences / Psychology / Disciplines,,field_list,,Psychology sub-disciplines
society-lists-public-utilities-list,Society,3,event,true,Society / Lists / Public utilities list,DISSOLVE,,,,,Cross-drawer dup: Society / Infrastructure (pointer) / Public utilities already exists in production (verified collision check). Drop the Lists copy.
society-lists-scandals-with-gate-suffix,Society,3,event,true,"Society / Lists / Scandals with ""-gate"" suffix",INTRA_REALM,"Society / Society concepts / Scandals with ""-gate"" suffix",,curiosity_list,,Cultural-linguistic curiosity
society-lists-schools-by-country,Society,3,event,true,Society / Lists / Schools by country,LENS,lens: by-country on Human activities / Views / Education (practice) / Schools,,,,§12 lens applied to the Schools INTRA_REALM target above
society-lists-scientific-journals-in-psychology,Society,3,event,true,Society / Lists / Scientific journals in psychology,INTRA_REALM,Society / Social sciences / Psychology / Scientific journals,,publication_list,,Discipline-specific publications
society-lists-secret-police-organizations,Society,3,event,true,Society / Lists / Secret police organizations,INTRA_REALM,Society / Military and security / Secret police organizations,,organization_list,,Could also live under Justice/Patterns/Institutional-capture
society-lists-shibboleths,Society,3,event,true,Society / Lists / Shibboleths,INTRA_REALM,Society / Linguistics / Shibboleths,,curiosity_list,,Sociolinguistic markers
society-lists-social-psychologists,Society,3,event,true,Society / Lists / Social psychologists,INTRA_REALM,Society / Social sciences / Psychology / Social psychologists,,role_list,,Sub-discipline of psychologists
society-lists-social-science-journals,Society,3,event,true,Society / Lists / Social science journals,INTRA_REALM,Society / Social sciences / Journals,,publication_list,,Social-sciences L2
society-lists-sociologists,Society,3,event,true,Society / Lists / Sociologists,INTRA_REALM,Society / Social sciences / Sociology / Sociologists,,role_list,,Discipline-figure list
society-lists-stock-exchanges,Society,3,event,true,Society / Lists / Stock exchanges,IMPORT_REALIZE,Society / Economy and business / Finance / Stock exchanges,,organization_list,WFE registry,"Finite, externally-curated set"
society-lists-stock-market-indices,Society,3,event,true,Society / Lists / Stock market indices,INTRA_REALM,Society / Economy and business / Finance / Stock market indices,,reference,,Finance-domain reference
society-lists-store-brands,Society,3,event,true,Society / Lists / Store brands,INTRA_REALM,Society / Economy and business / Retail / Store brands,,brand_list,,Private-label brands reference
society-lists-strikes-list,Society,3,event,true,Society / Lists / Strikes list,DISSOLVE,,,,,Cross-drawer dup with History / Lists / Strikes. Both move to Society / Social movements / Strikes (per History row); cross-link via realm_tags.
society-lists-subfields-of-sociology-list,Society,3,event,true,Society / Lists / Subfields of sociology list,INTRA_REALM,Society / Social sciences / Sociology / Subfields,,field_list,,"Drop "" list"" suffix"
society-lists-supermarkets,Society,3,event,true,Society / Lists / Supermarkets,IMPORT_REALIZE,Society / Economy and business / Retail / Supermarkets,,organization_list,retail-industry registry,Retail sub-category
society-lists-symbols-list,Society,3,event,true,Society / Lists / Symbols list,INTRA_REALM,Society / Linguistics / Symbols,,reference,,"Drop "" list"" suffix"
society-lists-think-tanks,Society,3,event,true,Society / Lists / Think tanks,INTRA_REALM,Society / Social institutions / Think tanks,,organization_list,,Policy-influence institutions; also relevant to Justice/Patterns
society-lists-timeline-of-sociology,Society,3,event,true,Society / Lists / Timeline of sociology,LENS,lens: temporal-axis on Society / Social sciences / Sociology,,,,§12 lens
society-lists-trade-unions-list,Society,3,event,true,Society / Lists / Trade unions list,IMPORT_REALIZE,Society / Social movements / Labor / Trade unions,,organization_list,labor-org registry (ITUC/etc.),"Drop "" list"" suffix"
society-lists-traded-commodities,Society,3,event,true,Society / Lists / Traded commodities,INTRA_REALM,Society / Economy and business / Finance / Traded commodities,,reference,,Commodities-market reference
society-lists-united-nations-member-states,Society,3,event,true,Society / Lists / United Nations member states,IMPORT_REALIZE,Society / Government / International organizations / UN / Member states,,entity_list,ISO 3166 + UN list,Pairs with Geography/Countries gazetteer
